index
0
1994
1762
859
1369
1495
1716
691
1518
567
1955
2005
1721
722
2007
1632
1632
22
1764
1323
2042
1423
127
1207
583
1776
734
734
744
1144
1722
509
509
130
677
693
669
771
1381
1355
290
1520
878
1588
1497
1891
1208
244
373
1715
245
1853
1650
683
310
1559
1496
1970
1887
1209
1879
1587
1311
1488
139
1120
632
64
565
1167
694
117
1720
662
400
248
166
1054
66
1407
988
232
13
998
534
1019
1139
1960
1018
1471
1893
1490
1822
611
1554
1563
1904
1904
1904
1904
1904
1904
1904
1904
1904
1904
1904
1904
1904
934
934
735
1203
1755
1163
407
708
776
776
776
776
776
776
776
776
776
776
776
776
776
776
776
776
776
776
1670
507
1566
564
874
266
1596
1446
643
185
1966
1287
1287
1766
283
1630
1382
754
754
1676
1896
1896
597
1522
1522
579
919
1305
291
34
1343
1941
1744
324
774
1324
1033
429
552
1022
1026
2
817
52
788
1358
392
1692
1840
984
1027
1598
1057
1200
1420
1401
687
1675
1115
1454
479
241
638
718
1157
1157
633
199
199
1088
570
570
668
215
1640
933
933
1924
387
928
25
158
158
158
158
158
830
795
795
795
795
795
795
295
890
890
890
1888
746
505
237
237
237
237
237
30
30
30
974
1278
702
1292
487
679
1862
1068
197
458
1168
1182
1393
1746
1746
1746
1746
1746
1746
1746
1746
1746
1746
1746
121
121
121
121
1798
1798
1798
1798
1798
1798
1798
1798
1798
1798
1798
1798
1798
1798
1798
355
1264
644
653
1782
1245
921
427
1653
1173
297
1865
337
98
1222
1511
1972
1790
1802
940
1575
163
1327
889
1404
725
1689
171
834
1294
959
1860
1261
1261
575
1008
796
1074
947
590
1458
1458
784
784
1918
845
963
1470
1291
10
772
365
1161
1549
1298
1170
1174
1457
1969
576
531
531
843
966
966
825
1416
803
1687
770
1259
388
1424
1093
674
1295
50
1920
706
1794
119
1825
217
1962
2039
2039
1386
909
350
1595
1673
1432
301
1339
726
599
1508
568
636
1843
764
696
1830
87
752
1541
1243
175
587
1927
100
562
1494
704
1180
912
1785
1177
1354
2043
1129
1752
474
1734
765
364
136
1642
1439
535
448
1564
1856
573
488
334
1000
682
1707
712
707
791
992
1172
1052
627
1095
303
497
1556
2011
1383
1963
1866
356
1136
1044
367
470
410
1201
1532
1907
1967
1357
993
917
655
1402
1096
1725
267
1616
1279
1046
486
723
723
723
723
1695
682
334
1820
42
285
1775
1775
1775
1775
1614
1156
1546
1953
1875
595
1212
1847
1202
472
1524
945
39
39
39
1425
1100
1388
1388
1389
401
401
936
936
444
246
1030
964
2040
555
1754
893
383
285
1820
1820
1820
1820
1820
1820
1820
1820
1820
1820
656
54
1111
1703
820
950
626
43
1032
1137
264
1092
781
352
1906
1155
1155
1155
1155
1155
634
380
195
1426
187
714
1612
1604
800
272
1127
55
229
1987
264
352
352
352
352
1542
1137
1137
1137
1137
476
1693
1011
1113
1719
545
1671
447
815
351
1224
1050
142
862
1867
49
1665
626
962
962
962
962
1130
605
641
731
1195
14
1109
252
700
955
1397
953
953
405
1912
32
456
354
1431
853
727
253
1745
892
375
816
2001
1106
1171
748
1851
1649
1649
1649
1649
1649
1649
1649
1649
1649
1649
1649
1649
1649
898
1733
1845
867
1731
763
870
856
856
856
856
856
856
856
856
856
856
856
856
856
856
856
1043
1686
150
1262
1602
1450
478
1886
1543
944
1473
1519
1361
861
390
332
442
637
1540
114
394
1235
1515
53
1086
95
1792
1020
591
1832
243
664
1611
1585
493
779
281
695
1977
939
1552
455
1249
920
1116
1082
1910
1586
1118
1663
1706
1190
1125
1584
620
265
1624
846
65
1928
143
1581
17
1326
1258
1523
1021
1761
186
